"Day","Landing page path","Landing page type","Landing page URL","Sessions","Bounce rate","Average session duration","Pageviews","Pageviews per session","Reached checkout rate","Online store visitors"
"2023-01-29","/products/wavy-lfxnyc-knit-beanie","Product","https://lonelyfloater.com/products/wavy-lfxnyc-knit-beanie?variant=29291003609191",1,1,0,1,1,0,1
"2023-01-29","/products/travis-michael-x-lonely-floater-family-business-premium-face-mask","Product","https://lonelyfloater.com/products/travis-michael-x-lonely-floater-family-business-premium-face-mask",1,1,0,1,1,0,1
"2023-01-29","/products/trucker-cap-1","Product","https://lonelyfloater.com/products/trucker-cap-1?variant=8346260570215",1,1,0,1,1,0,1
"2023-01-29","/products/fs-dad-hat","Product","https://lonelyfloater.com/products/fs-dad-hat?variant=39652304191591",1,1,0,1,1,0,1
"2023-01-29","/products/clarke-snap-back","Product","https://lonelyfloater.com/products/clarke-snap-back?variant=5080386895903",1,1,0,1,1,0,1
"2023-01-29","/products/floater-unisex-joggers","Product","https://lonelyfloater.com/products/floater-unisex-joggers",1,1,0,1,1,0,1
"2023-01-29","/products/king-of-the-autumn-out-for-the-season","Product","https://lonelyfloater.com/products/king-of-the-autumn-out-for-the-season",1,1,0,1,1,0,1
"2023-01-29","/products/splash-summer-festival-floater-fanny-pack","Product","https://lonelyfloater.com/products/splash-summer-festival-floater-fanny-pack?variant=12336043720807",1,1,0,1,1,0,1
"2023-01-29","/products/lil-homie-lo-youth-baseball-cap","Product","https://lonelyfloater.com/products/lil-homie-lo-youth-baseball-cap",1,1,0,1,1,0,1
"2023-01-29","/pages/ry","Custom Page","https://lonelyfloater.com/pages/ry",2,1,0,2,1,0,2
"2023-01-29","/products/vintage-cotton-twill-cap","Product","https://lonelyfloater.com/products/vintage-cotton-twill-cap?variant=32032697483367",1,1,0,1,1,0,1
"2023-01-29","/products/lo-vis-lf-dad-hat","Product","https://lonelyfloater.com/products/lo-vis-lf-dad-hat",1,1,0,1,1,0,1
"2023-01-29","/products/still-humvn-jersey","Product","https://lonelyfloater.com/products/still-humvn-jersey?utm_content=Facebook_UA&utm_source=facebook&variant=35506057283&fbclid=IwAR2D0Q5KrzZXh1VZ7wjSiJ62Nu5T6oBkwT16Qzb7qPZWDerP0g_zMh53XbE",1,1,0,1,1,0,1
"2023-01-29","/products/trucker-cap-1","Product","https://lonelyfloater.com/products/trucker-cap-1?variant=8346137493607",1,1,0,1,1,0,1
"2023-01-29","/products/fs-dad-hat","Product","https://lonelyfloater.com/products/fs-dad-hat",1,1,0,1,1,0,1
"2023-01-29","/products/old-school-bucket-hat","Product","https://lonelyfloater.com/products/old-school-bucket-hat?variant=12238875099239",1,1,0,1,1,0,1
"2023-01-29","/products/copy-of-fs-gen2-blk","Product","https://lonelyfloater.com/products/copy-of-fs-gen2-blk",1,1,0,1,1,0,1
"2023-01-29","/products/fs23-dad-hat","Product","https://lonelyfloater.com/products/fs23-dad-hat?utm_content=Facebook_UA&utm_source=facebook&variant=44372281557280&fbclid=IwAR2004DJLMygZEoeRFSoxIF5isHW7SBOYN0dMPNhBbwO1LsZEF7Na-9S_Tg",1,1,0,1,1,0,1
"2023-01-29","/products/champion-x-lonely-floater-sweatshirt","Product","https://lonelyfloater.com/products/champion-x-lonely-floater-sweatshirt?variant=15868223422567",1,1,0,1,1,0,1
"2023-01-29","/products/vanta-fs-3-0-dad-hat","Product","https://lonelyfloater.com/products/vanta-fs-3-0-dad-hat?variant=32874319183975",1,1,0,1,1,0,1
"2023-01-29","/products/clarke-snap-back","Product","https://lonelyfloater.com/products/clarke-snap-back",1,1,0,1,1,0,1
"2023-01-29","/products/cuffed-beanie","Product","https://lonelyfloater.com/products/cuffed-beanie",1,1,0,1,1,0,1
"2023-01-29","/products/island-floater-dad-hat","Product","https://lonelyfloater.com/products/island-floater-dad-hat?variant=32032704757863",1,1,0,1,1,0,1
"2023-01-29","/products/travis-micheal-x-lonely-floater-family-business-short-sleeve-unisex-t-shirt","Product","https://lonelyfloater.com/products/travis-micheal-x-lonely-floater-family-business-short-sleeve-unisex-t-shirt?variant=39480641716327",1,1,0,1,1,0,1
"2023-01-29","/products/trucker-cap-1","Product","https://lonelyfloater.com/products/trucker-cap-1?variant=8346137395303",1,1,0,1,1,0,1
"2023-01-29","/products/travis-michael-x-lonely-floater-family-business-sweatshirt","Product","https://lonelyfloater.com/products/travis-michael-x-lonely-floater-family-business-sweatshirt",1,1,0,1,1,0,1
"2023-01-29","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals",2,1,0,2,1,0,2
"2023-01-29","/products/astro-tee","Product","https://lonelyfloater.com/products/astro-tee",1,1,0,1,1,0,1
"2023-01-29","/products/fs-dad-hat","Product","https://lonelyfloater.com/products/fs-dad-hat?variant=39652304060519",1,1,0,1,1,0,1
"2023-01-29","/products/cheese-organic-ribbed-beanie","Product","https://lonelyfloater.com/products/cheese-organic-ribbed-beanie",1,1,0,1,1,0,1
"2023-01-29","/products/vanta-fs-3-0-dad-hat","Product","https://lonelyfloater.com/products/vanta-fs-3-0-dad-hat?variant=32874319151207",1,1,0,1,1,0,1
"2023-01-29","/products/vintage-cotton-twill-cap","Product","https://lonelyfloater.com/products/vintage-cotton-twill-cap?variant=32032697450599",1,1,0,1,1,0,1
"2023-01-29","/products/forgotten-secret-white-seam-oscuro-beanie-out-for-the-season","Product","https://lonelyfloater.com/products/forgotten-secret-white-seam-oscuro-beanie-out-for-the-season",1,1,0,1,1,0,1
"2023-01-29","/products/vintage-cotton-twill-cap","Product","https://lonelyfloater.com/products/vintage-cotton-twill-cap?variant=32032697516135",1,1,0,1,1,0,1
"2023-01-29","/products/cuffed-beanie-1","Product","https://lonelyfloater.com/products/cuffed-beanie-1",1,1,0,1,1,0,1
"2023-01-29","/products/cheese-pom-pom-beanie","Product","https://lonelyfloater.com/products/cheese-pom-pom-beanie",1,1,0,1,1,0,1
"2023-01-29","/products/copy-of-fs-gen2-dnm-1","Product","https://lonelyfloater.com/products/copy-of-fs-gen2-dnm-1",1,1,0,1,1,0,1
"2023-01-29","/products/rent-money-dad-hat-1","Product","https://lonelyfloater.com/products/rent-money-dad-hat-1?variant=32607114362983",1,1,0,1,1,0,1
"2023-01-29","/products/lonely-x-dad-hat","Product","https://lonelyfloater.com/products/lonely-x-dad-hat?variant=15431299891303",1,1,0,1,1,0,1
"2023-01-29","/products/k2-cap","Product","https://lonelyfloater.com/products/k2-cap",1,1,0,1,1,0,1
"2023-01-29","/products/wavy-lfxnyc-knit-beanie","Product","https://lonelyfloater.com/products/wavy-lfxnyc-knit-beanie?variant=29291003445351",1,1,0,1,1,0,1
"2023-01-29","/products/splash-summer-festival-floater-fanny-pack","Product","https://lonelyfloater.com/products/splash-summer-festival-floater-fanny-pack?variant=12336041951335",1,1,0,1,1,0,1
"2023-01-29","/products/wavy-lfxnyc-knit-beanie","Product","https://lonelyfloater.com/products/wavy-lfxnyc-knit-beanie",1,1,0,1,1,0,1
"2023-01-29","/products/fs-bucket-hat","Product","https://lonelyfloater.com/products/fs-bucket-hat",1,1,0,1,1,0,1
"2023-01-29","/products/travis-michael-x-lonely-floater-family-business-mens-fleece-shorts","Product","https://lonelyfloater.com/products/travis-michael-x-lonely-floater-family-business-mens-fleece-shorts?variant=39480669798503",1,1,0,1,1,0,1
"2023-01-29","/products/old-float-orange-school-bucket-hat","Product","https://lonelyfloater.com/products/old-float-orange-school-bucket-hat",1,1,0,1,1,0,1
"2023-01-29","/products/island-floater-dad-hat","Product","https://lonelyfloater.com/products/island-floater-dad-hat?variant=32032704790631",1,1,0,1,1,0,1
"2023-01-29","/products/wavy-lfxnyc-knit-beanie","Product","https://lonelyfloater.com/products/wavy-lfxnyc-knit-beanie?variant=29291003543655",1,1,0,1,1,0,1
"2023-01-29","/products/rent-money-dad-hat-1","Product","https://lonelyfloater.com/products/rent-money-dad-hat-1?variant=32607114395751",2,1,0,2,1,0,2
"2023-01-29","/","Homepage","https://lonelyfloater.com/?fbclid=IwAR3pPElwjpGNbu43pGu4Q7XQchyPrV9LF2_o1wa5zcvE6nMCUcanHeot-y0",1,1,0,1,1,0,1
"2023-01-29","/products/island-floater-dad-hat","Product","https://lonelyfloater.com/products/island-floater-dad-hat?variant=39915920031847",1,1,0,1,1,0,1
"2023-01-29","/products/wavy-lfxnyc-knit-beanie","Product","https://lonelyfloater.com/products/wavy-lfxnyc-knit-beanie?variant=29291003576423",1,1,0,1,1,0,1
"2023-01-29","/products/fs-dad-hat","Product","https://lonelyfloater.com/products/fs-dad-hat?variant=39652304289895",1,1,0,1,1,0,1
"2023-01-29","/products/floater-unisex-joggers","Product","https://lonelyfloater.com/products/floater-unisex-joggers?variant=32032701382759",1,1,0,1,1,0,1
"2023-01-29","/products/clarke-snap-back","Product","https://lonelyfloater.com/products/clarke-snap-back?variant=5080386830367",1,1,0,1,1,0,1
"2023-01-29","/products/lfxnyc-organic-ribbed-beanie","Product","https://lonelyfloater.com/products/lfxnyc-organic-ribbed-beanie?variant=32934291406951",1,1,0,1,1,0,1
"2023-01-29","/products/float-cuffed-beanie","Product","https://lonelyfloater.com/products/float-cuffed-beanie?variant=32032670580839",1,1,0,1,1,0,1
"2023-01-29","/products/vision-quest-white-seam-gris-beanie-out-for-the-season","Product","https://lonelyfloater.com/products/vision-quest-white-seam-gris-beanie-out-for-the-season",1,1,0,1,1,0,1
"2023-01-29","/products/old-float-orange-school-bucket-hat","Product","https://lonelyfloater.com/products/old-float-orange-school-bucket-hat?variant=32084078755943",1,1,0,1,1,0,1
"2023-01-29","/products/women-s-i-can-do-bad-by-myself-crop-hoodie","Product","https://lonelyfloater.com/products/women-s-i-can-do-bad-by-myself-crop-hoodie?variant=19437580419175",1,1,0,1,1,0,1
"2023-01-29","/products/sig-test-pom-pom-knit-cap","Product","https://lonelyfloater.com/products/sig-test-pom-pom-knit-cap?variant=8236572278887",1,1,0,1,1,0,1
"2023-01-29","/products/floater-camo-red-knit-beanie","Product","https://lonelyfloater.com/products/floater-camo-red-knit-beanie",1,1,0,1,1,0,1
"2023-01-29","/products/float-dad-hat","Product","https://lonelyfloater.com/products/float-dad-hat?variant=32032667926631",1,1,0,1,1,0,1
"2023-01-29","/products/rent-money-dad-hat-1","Product","https://lonelyfloater.com/products/rent-money-dad-hat-1?variant=32607114461287",1,1,0,1,1,0,1
"2023-01-29","/products/fs-2020-youth-baseball-cap","Product","https://lonelyfloater.com/products/fs-2020-youth-baseball-cap?variant=32899909582951",1,1,0,1,1,0,1
"2023-01-29","/products/splash-summer-festival-floater-fanny-pack","Product","https://lonelyfloater.com/products/splash-summer-festival-floater-fanny-pack",1,1,0,1,1,0,1
"2023-01-29","/products/floater-camo-red-knit-beanie","Product","https://lonelyfloater.com/products/floater-camo-red-knit-beanie?variant=29290920771687",1,1,0,1,1,0,1
"2023-01-29","/products/float-old-school-bucket-hat","Product","https://lonelyfloater.com/products/float-old-school-bucket-hat?variant=32032664092775",1,1,0,1,1,0,1
"2023-01-29","/products/old-school-bucket-hat","Product","https://lonelyfloater.com/products/old-school-bucket-hat?variant=8236576309351",1,1,0,1,1,0,1
"2023-01-29","/products/cheese-organic-ribbed-beanie","Product","https://lonelyfloater.com/products/cheese-organic-ribbed-beanie?variant=32934300876903",1,1,0,1,1,0,1
"2023-01-29","/products/fs-gen2-blk","Product","https://lonelyfloater.com/products/fs-gen2-blk",2,1,0,2,1,0,2
"2023-01-29","/products/lonely-x-dad-hat","Product","https://lonelyfloater.com/products/lonely-x-dad-hat?variant=15431299792999",1,1,0,1,1,0,1
"2023-01-29","/products/float-dad-hat","Product","https://lonelyfloater.com/products/float-dad-hat?variant=32032667959399",1,1,0,1,1,0,1
"2023-01-29","/products/strange-vibez-ltd-short-sleeve","Product","https://lonelyfloater.com/products/strange-vibez-ltd-short-sleeve?variant=29241227968615",1,1,0,1,1,0,1
"2023-01-29","/products/cuffed-beanie","Product","https://lonelyfloater.com/products/cuffed-beanie?variant=12617199157351",1,1,0,1,1,0,1
"2023-01-29","/products/introvert-backpack","Product","https://lonelyfloater.com/products/introvert-backpack?utm_content=Facebook_UA&utm_source=facebook&variant=32916172963943&fbclid=IwAR0NtFofrPML5VrWFJepJv1HrbPxgn3Es5BO6ZfAvzzOO2YY2_rI3zbhovE",1,1,0,1,1,0,1
"2023-01-29","/products/fs-2020-youth-baseball-cap","Product","https://lonelyfloater.com/products/fs-2020-youth-baseball-cap?variant=32899909484647",1,1,0,1,1,0,1
"2023-01-29","/products/old-float-orange-school-bucket-hat","Product","https://lonelyfloater.com/products/old-float-orange-school-bucket-hat?variant=32084078657639",1,1,0,1,1,0,1
"2023-01-29","/products/lil-homie-lo-youth-baseball-cap","Product","https://lonelyfloater.com/products/lil-homie-lo-youth-baseball-cap?variant=32934397935719",1,1,0,1,1,0,1
"2023-01-29","/products/strange-vibez-ltd-short-sleeve","Product","https://lonelyfloater.com/products/strange-vibez-ltd-short-sleeve",1,1,0,1,1,0,1
"2023-01-29","/products/fs-2020-youth-baseball-cap","Product","https://lonelyfloater.com/products/fs-2020-youth-baseball-cap?variant=32899909550183",2,1,0,2,1,0,2
"2023-01-29","/products/lf-tm-unisex-tank-top","Product","https://lonelyfloater.com/products/lf-tm-unisex-tank-top?utm_content=Facebook_UA&utm_source=facebook&variant=32628393967719&fbclid=IwAR04pbVtFBvG4bnJwlKzL6-3skIaz0vpQLlbdytYTDK9y8EeCO6z23SjjDk",1,1,0,1,1,0,1
"2023-01-29","/products/island-floater-dad-hat","Product","https://lonelyfloater.com/products/island-floater-dad-hat",2,1,0,2,1,0,2
"2023-01-29","/products/test-cotton-cap","Product","https://lonelyfloater.com/products/test-cotton-cap",1,1,0,1,1,0,1
"2023-01-29","/products/wisdom-dad-hat-out-for-the-season","Product","https://lonelyfloater.com/products/wisdom-dad-hat-out-for-the-season",1,1,0,1,1,0,1
"2023-01-29","/products/vanta-fs-3-0-dad-hat","Product","https://lonelyfloater.com/products/vanta-fs-3-0-dad-hat?variant=39915920851047",1,1,0,1,1,0,1
"2023-01-29","/products/at-your-own-wave-length-knit-beanie","Product","https://lonelyfloater.com/products/at-your-own-wave-length-knit-beanie",1,1,0,1,1,0,1
"2023-01-29","/products/yute-five-panel-cap","Product","https://lonelyfloater.com/products/yute-five-panel-cap?variant=32032691781735",1,1,0,1,1,0,1
"2023-01-29","/products/pink-sig","Product","https://lonelyfloater.com/products/pink-sig",1,1,0,1,1,0,1
"2023-01-29","/products/mysterybox","Product","https://lonelyfloater.com/products/mysterybox?utm_content=Facebook_UA&utm_source=facebook&variant=33085368008807&fbclid=IwAR24T25DrxV1vRYkEsFKgG6HJkpezUnOzZxaL1AwFRYVS-WFIJDMmYSsH8M",1,1,0,1,1,0,1
"2023-01-29","/products/lamont-dad-hat-out-for-the-season","Product","https://lonelyfloater.com/products/lamont-dad-hat-out-for-the-season",1,1,0,1,1,0,1
"2023-01-29","/products/oscuro-introvert-beanie-out-for-the-season","Product","https://lonelyfloater.com/products/oscuro-introvert-beanie-out-for-the-season",1,1,0,1,1,0,1
"2023-01-29","/products/lonely-x-dad-hat","Product","https://lonelyfloater.com/products/lonely-x-dad-hat?variant=15431299858535",1,1,0,1,1,0,1
"2023-01-29","/products/lil-homie-lo-youth-baseball-cap","Product","https://lonelyfloater.com/products/lil-homie-lo-youth-baseball-cap?variant=32934397968487",1,1,0,1,1,0,1
"2023-01-29","/products/vision-quest-dad-hat-out-for-the-season","Product","https://lonelyfloater.com/products/vision-quest-dad-hat-out-for-the-season",1,1,0,1,1,0,1
"2023-01-29","/products/floater-camo-red-knit-beanie","Product","https://lonelyfloater.com/products/floater-camo-red-knit-beanie?variant=29290920640615",1,1,0,1,1,0,1
"2023-01-29","/products/cheese-pom-pom-beanie","Product","https://lonelyfloater.com/products/cheese-pom-pom-beanie?variant=33019852980327",1,1,0,1,1,0,1
"2023-01-29","/products/sig-test-pom-pom-knit-cap","Product","https://lonelyfloater.com/products/sig-test-pom-pom-knit-cap?variant=8236572246119",1,1,0,1,1,0,1
"2023-01-29","/products/trucker-cap-1","Product","https://lonelyfloater.com/products/trucker-cap-1",1,1,0,1,1,0,1
"2023-01-29","/products/khush-kap","Product","https://lonelyfloater.com/products/khush-kap",1,1,0,1,1,0,1
"2023-01-29","/products/clarke-snap-back","Product","https://lonelyfloater.com/products/clarke-snap-back?variant=5080386863135",1,1,0,1,1,0,1
"2023-01-29","/products/lfxnyc-organic-ribbed-beanie","Product","https://lonelyfloater.com/products/lfxnyc-organic-ribbed-beanie?variant=32934291374183",1,1,0,1,1,0,1
"2023-01-29","/products/floater-camo-red-knit-beanie","Product","https://lonelyfloater.com/products/floater-camo-red-knit-beanie?variant=29290920804455",1,1,0,1,1,0,1
"2023-01-29","/products/floater-camo-red-knit-beanie","Product","https://lonelyfloater.com/products/floater-camo-red-knit-beanie?variant=29290920738919",1,1,0,1,1,0,1
"2023-01-29","/products/new-bolo","Product","https://lonelyfloater.com/products/new-bolo",1,1,0,1,1,0,1
"2023-01-29","/products/unisex-fleece-pullover","Product","https://lonelyfloater.com/products/unisex-fleece-pullover",1,1,0,1,1,0,1
"2023-01-29","/products/rent-money-dad-hat-1","Product","https://lonelyfloater.com/products/rent-money-dad-hat-1",1,1,0,1,1,0,1
"2023-01-29","/products/fs-gen2-blk","Product","https://lonelyfloater.com/products/fs-gen2-blk?utm_content=Facebook_UA&utm_source=facebook&variant=35506681155&fbclid=IwAR0dnWTtdMSajHf6TV13Ffv43CVD-z3_knAqeyBrwab4flkkQV_0Ctwi0XQ",1,1,0,1,1,0,1
"2023-01-29","/products/fs-dad-hat","Product","https://lonelyfloater.com/products/fs-dad-hat?variant=39652304257127",1,1,0,1,1,0,1
"2023-01-29","/products/vanta-fs-3-0-dad-hat","Product","https://lonelyfloater.com/products/vanta-fs-3-0-dad-hat",1,1,0,1,1,0,1
"2023-01-29","/products/wavy-lfxnyc-knit-beanie","Product","https://lonelyfloater.com/products/wavy-lfxnyc-knit-beanie?variant=29291003510887",1,1,0,1,1,0,1
"2023-01-29","/products/floater-camo-red-knit-beanie","Product","https://lonelyfloater.com/products/floater-camo-red-knit-beanie?variant=29290920706151",1,1,0,1,1,0,1
"2023-01-29","/products/lone-sailor-tee","Product","https://lonelyfloater.com/products/lone-sailor-tee",1,1,0,1,1,0,1
"2023-01-30","/","Homepage","https://l8cix5k8344742vql25zm25h47wlwjm-17570299.shopifypreview.com/?cb=06dbe507c800be67875bc76ea219af14f97882d0a6282ce1bcad1eb72e790026",3,1,0,3,1,0,3
"2023-01-30","/","Homepage","https://lonelyfloater.com/?fbclid=IwAR3N6oJ1ZvEpjMbhCD01KopgkJbxFGBoGUzkyOTHliz3HfgQknTOR91Ypv8",1,1,0,1,1,0,1
"2023-01-30","/","Homepage","https://l8cix5k8344742vql25zm25h47wlwjm-17570299.shopifypreview.com/?cb=e29410e58cab2ee3e98f4598cc517bc8c437b1c0f09b9ea0824f44da6724ae6c",3,1,0,3,1,0,3
"2023-01-30","/products/travis-michael-x-lonely-floater-family-business-unisex-hoodie","Product","https://lonelyfloater.com/products/travis-michael-x-lonely-floater-family-business-unisex-hoodie",1,1,0,1,1,0,1
"2023-01-30","/products/natural-moonstone-sunstone-labradorite-pendant-12-faceted-single-point-pendulum-divination-devotional-meditation","Product","https://lonelyfloater.com/products/natural-moonstone-sunstone-labradorite-pendant-12-faceted-single-point-pendulum-divination-devotional-meditation?variant=5716937408543&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e",1,1,0,1,1,0,1
"2023-01-30","/collections/alsc-privt-stock","Collection","https://lonelyfloater.com/collections/alsc-privt-stock",1,0,18,2,2,0,1
"2023-01-30","/","Homepage","https://iumw1wocu492swbkahrtjp03j7rgj3l-17570299.shopifypreview.com/?cb=8e0a1bd994c8daf3638235d9c6e178af510eebf287315eb61f8ef39a6274f3c4",1,1,0,1,1,0,1
"2023-01-30","/pages/tree","Custom Page","https://lonelyfloater.com/pages/tree?fbclid=PAAaa7zKXrj67E3DXR-M7XN1c3sEPr_olR1u7ewpwH2kFv8slarJ4TJlEPdbE",1,1,0,1,1,0,1
"2023-01-30","/","Homepage","https://m7lgrejigk3q29rbtvpjpedeyb12irh-17570299.shopifypreview.com/?cb=7b8c87ec9b9eeddf13c4eb099c0966a3444d9c2dda427878cb1ae4704305513a",1,1,0,1,1,0,1
"2023-01-30","/","Homepage","https://pdbgb0diy8bq2v7rtdegnupvippxc83-17570299.shopifypreview.com/?cb=68d5f2160bed0c1044e1148b9a52d5b14fcb2b5fa47c53ef733b18c6e7013488",1,1,0,1,1,0,1
"2023-01-30","/","Homepage","https://m7lgrejigk3q29rbtvpjpedeyb12irh-17570299.shopifypreview.com/?cb=05e0208651b6ea9378c46f12334de263b1622936f8e89dd68b2da877b409cd44",1,1,0,1,1,0,1
"2023-01-30","/","Homepage","https://pdbgb0diy8bq2v7rtdegnupvippxc83-17570299.shopifypreview.com/?cb=496681ebf61ad6a6e5bba224e4483cc9881e0e384e110dae00bf14daeb1c7a88",1,1,0,1,1,0,1
"2023-01-30","/","Homepage","https://lonelyfloater.com/",3,0.6666666666666666,4.666666666666667,5,1.6666666666666667,0,3
"2023-01-30","/","Homepage","https://td8v3om0kiflew0xqlkai85sw03j82u-17570299.shopifypreview.com/?cb=6c5d02289248280dde095ce1e4476bce253225be6d7e40dacb31ad3f04425b19",1,1,0,1,1,0,1
"2023-01-30","/pages/ry","Custom Page","https://lonelyfloater.com/pages/ry",1,1,0,1,1,0,1
"2023-01-30","/","Homepage","https://iumw1wocu492swbkahrtjp03j7rgj3l-17570299.shopifypreview.com/?cb=38b261646fd367143ee89d68409f0dddf389987800aebf46cf260ed4b2be257e",1,1,0,1,1,0,1
"2023-01-30","/","Homepage","https://td8v3om0kiflew0xqlkai85sw03j82u-17570299.shopifypreview.com/?cb=f0bb885f415165bcfb5ae396eb6bb205e554f90ad56f193c9e4caaccbe8f415e",1,1,0,1,1,0,1
"2023-01-31","/account/login","Customer Account","https://lonelyfloater.com/account/login?return_url=%2Faccount",1,1,0,1,1,0,1
"2023-01-31","/collections/mens","Collection","https://lonelyfloater.com/collections/mens",1,1,0,1,1,0,1
"2023-01-31","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals",2,1,0,2,1,0,2
"2023-01-31","/","Homepage","https://lonelyfloater.com/",4,0.5,82,17,4.25,0,4
"2023-01-31","/pages/travis","Custom Page","https://lonelyfloater.com/pages/travis",1,0,37,2,2,0,1
"2023-02-01","/pages/moonlight","Custom Page","https://lonelyfloater.com/pages/moonlight?fbclid=IwAR0R9uhKUmtBKEGyC1gDPJLxe9yG_Z7jTwO7onYZ8-NZVqnRw24N_UzFTtQ",1,1,0,1,1,0,1
"2023-02-01","/","Homepage","https://lonelyfloater.com/",3,0.6666666666666666,6.666666666666667,5,1.6666666666666667,0,3
"2023-02-01","/collections","List of Collections","https://lonelyfloater.com/collections?fbclid=PAAaYJEzPLKd6JKqrD7RFLoeTrBxGz9yGrYoqz1RZYwYY72v1RI8rAlAvSkaM",1,0,78,4,4,0,1
"2023-02-01","/","Homepage","https://lonelyfloater.com/?fbclid=IwAR2DefekMFMCfJfF05yZgBBnE47zjz73IaS-tTuA6br4b87AtpCDla5vWBE",1,1,0,1,1,0,1
"2023-02-01","/pages/about-us","Custom Page","https://lonelyfloater.com/pages/about-us",1,0,59,3,3,0,1
"2023-02-01","/pages/tree","Custom Page","https://lonelyfloater.com/pages/tree?fbclid=PAAaYqv1TepWIh3wKh58OkpFuULY1JyuT1dQ40Br6bjrl6-JULcJu18HdK4SA",1,1,0,1,1,0,1
"2023-02-02","/","Homepage","https://lonelyfloater.com/",4,0.5,53.75,7,1.75,0,4
"2023-02-02","/products/black-fish-scale-wallet","Product","https://lonelyfloater.com/products/black-fish-scale-wallet",1,1,0,1,1,0,1
"2023-02-02","/collections","List of Collections","https://lonelyfloater.com/collections?fbclid=PAAaZ6vnbSB8WpR0wu2L0QBIqwn4NU09UoFUiLCjLLAbcJydzpgvKlti-cYmc",1,0,13,2,2,0,1
"2023-02-02","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals",1,1,0,1,1,0,1
"2023-02-03","/collections/sdubd","Collection","https://lonelyfloater.com/collections/sdubd?fbclid=IwAR1gH8xF9gCKpreHPlXG6k_NHBrh3BTCg2eJHzQlKKuKJEYBsECZwhFCJP0",1,1,0,1,1,0,1
"2023-02-03","/pages/talent","Custom Page","https://lonelyfloater.com/pages/talent",1,1,0,1,1,0,1
"2023-02-03","/","Homepage","https://lonelyfloater.com/",3,1,0,3,1,0,2
"2023-02-03","/pages/moonlight","Custom Page","https://lonelyfloater.com/pages/moonlight?fbclid=IwAR1Nf7UjYqlS-XSBUltKl6cIsor86LAJ0wyulfIDBvGXeS5WVpweSYIi_IU",1,1,0,1,1,0,1
"2023-02-03","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals",1,1,0,1,1,0,1
"2023-02-04","/products/cheese-pom-pom-beanie","Product","https://lonelyfloater.com/products/cheese-pom-pom-beanie?utm_content=Facebook_UA&utm_source=facebook&variant=33019852980327&fbclid=IwAR3CQ7q0jrDK9V4lY-ce61c8Kj8XAbd2_x0GHcj1pvhh7ZX27eLXT6EbTcw",1,1,0,1,1,0,1
"2023-02-04","/pages/ry","Custom Page","https://lonelyfloater.com/pages/ry?fbclid=PAAabisVu-0HwFIyXGGqmCmhFKbA1k2UEioFHyPt7m5VbtFzRe-xDjuk9_bkI",1,1,0,1,1,0,1
"2023-02-04","/","Homepage","https://lonelyfloater.com/",3,1,0,3,1,0,3
"2023-02-04","/products/strange-vibez-long-sleeve-t-shirt","Product","https://lonelyfloater.com/products/strange-vibez-long-sleeve-t-shirt?utm_content=Facebook_UA&utm_source=facebook&variant=29291395154023&fbclid=IwAR39b7IT7v65i84gMiUbnYvvLtbvAawiXhLww2jefFtPuwZYp7toKPZEsVs",1,1,0,1,1,0,1
"2023-02-04","/","Homepage","https://lonelyfloater.com/?fbclid=IwAR3Jis3G56MMfxuRrTW__aWEC-k8Fys1acO2nEJERFKBpM7cxxhQRp8w8ec",1,1,0,1,1,0,1
"2023-02-04","/","Homepage","https://lonelyfloater.com/?fbclid=IwAR2UD6u2eC6Ibpnz3Dsv878xObKlG8Z6IHmDrpjsn-ZwTG9l8RJLRR-wRVc",1,1,0,1,1,0,1
"2023-02-04","/products/fs23-dad-hat","Product","https://lonelyfloater.com/products/fs23-dad-hat?utm_content=Facebook_UA&utm_source=facebook&variant=44372281557280&fbclid=IwAR1FQ8AUFuPI6A70Z8Stc0coOv6heTlW60miRtafAYurGwE_QVEIuJd9lD8",1,1,0,1,1,0,1
"2023-02-04","/products/introvert-backpack","Product","https://lonelyfloater.com/products/introvert-backpack?utm_content=Facebook_UA&utm_source=facebook&variant=32916172963943&fbclid=IwAR0i11a8lQRsUMVQViUsp0KVaHfpVHJVzNqSd67caE36oFdXDDAEZhQhdhU",1,1,0,1,1,0,1
"2023-02-04","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals",1,1,0,1,1,0,1
"2023-02-04","/products/fs-gen2-blk","Product","https://lonelyfloater.com/products/fs-gen2-blk?utm_content=Facebook_UA&utm_source=facebook&variant=35506681155&fbclid=IwAR0EWGRYPtcFwWz9oVCzoYAQopDxz7lBeTx4drIRM4As2y1Lqz5Y9RXRtRg",1,1,0,1,1,0,1
